Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude
Sumatra,Lampung,Lampung Tengah,Monumen Garuda Sakti,4.3,3,Monumen,-4.7802442,105.2567935
Sumatra,Lampung,Lampung Tengah,Masjid Istiqlal Bandar Jaya,4.7,3053,Religi,-4.935161036,105.2123004
Sumatra,Lampung,Lampung Timur,Pantai Kerang Mas,4.1,1467,Air,-5.3714626,105.8191286
Sumatra,Lampung,Lampung Timur,Pantai Baru,4.1,25,Air,-5.4327585,105.8188463
Sumatra,Lampung,Lampung Timur,Pantai Cemara Indah,4.4,290,Air,-5.4203581,105.821719
Sumatra,Lampung,Lampung Timur,Pantai keruju,4.2,17,Air,-5.3807379,105.8194673
Sumatra,Lampung,Lampung Timur,Pantai Mutiara Baru,4.1,350,Air,-5.4319704,105.8214952
Sumatra,Lampung,Lampung Timur,Pantai Mutiara Baru,4.3,87,Air,-5.4261847,105.8011548
Sumatra,Lampung,Lampung Timur,Pantai kerang mas,4.2,225,Air,-5.3714626,105.8191286
Sumatra,Lampung,Lampung Timur,Pantai kerang mas ujung,4.4,11,Air,-5.3809539,105.8181218
Sumatra,Lampung,Lampung Timur,Wisata mangrove,4.9,11,Air,-5.2646481,105.8597383
Sumatra,Lampung,Lampung Timur,PANTAI BATU PELANGI,4.7,6,Air,-5.4727866,105.822071
Sumatra,Lampung,Lampung Timur,WR. Defa pantai kerang mas,5,1,Air,-5.3762656,105.8190856
Sumatra,Lampung,Lampung Timur,Mutun Beach,4.2,5288,Air,-5.5143696,105.2633118
Sumatra,Lampung,Lampung Timur,Wisata Alam Goa Pandan,4.7,23,Air,-5.3912722,105.6696719
Sumatra,Lampung,Lampung Timur,MANGROVE FOREST TOUR,4.1,110,Air,-5.2979068,105.8266499
Sumatra,Lampung,Lampung Timur,Cemara Beach,4.8,406,Air,-5.6857183,105.529603
Sumatra,Lampung,Lampung Timur,Cemara indah,5,2,Air,-5.4198282,105.8070597
Sumatra,Lampung,Lampung Timur,Danau Kemuning Kali Mesin,4.2,445,Air,-5.305041,105.73423
Sumatra,Lampung,Lampung Timur,Danau Way Jepara,4.3,92,Air,-5.2029426,105.6640737
Sumatra,Lampung,Lampung Timur,Pantai Sari Ringgung,4.2,7721,Air,-5.5575315,105.2521742
Sumatra,Lampung,Lampung Timur,Pugungraharjo Prehistoric Garden,4.4,445,Air,-5.3008466,105.5712312
Sumatra,Lampung,Lampung Timur,Sawah Pak Ambatukam Sejak Zaman Kolonial Belanda,5,1,Air,-5.1478557,105.3534831
Sumatra,Lampung,Lampung Timur,Perbatasan Lampung Tengah - Lampung Timur,4.1,14,Air,-4.8944891,105.519848
Sumatra,Lampung,Lampung Timur,Danau pasir margo city,5,3,Air,-5.4759836,105.6233592
Sumatra,Lampung,Lampung Timur,Simpang D,4.4,26,Taman,-5.2248785,105.7257516
Sumatra,Lampung,Lampung Timur,Beteng sari jabung lampung timur,5,1,Monumen,-5.4886594,105.7309591
Sumatra,Lampung,Lampung Timur,Tambak shanum,4.7,7,Monumen,-5.4151309,105.8199209
Sumatra,Lampung,Lampung Timur,Margabatin city bridge,5,1,Monumen,-5.4770515,105.6213047
Sumatra,Lampung,Lampung Timur,tugu DPT RamanAji,4.4,36,Monumen,-5.0101561,105.417264
Sumatra,Lampung,Lampung Timur,Syahbandar Alam Ratu,5,1,Monumen,-5.2323358,105.8192068
Sumatra,Lampung,Lampung Timur,Tambah Dadi Tugu Kuda,4.2,18,Monumen,-5.0012868,105.5258016
Sumatra,Lampung,Lampung Timur,Sukino Jaya,4.7,6,Monumen,-5.4720126,105.5915348
Sumatra,Lampung,Lampung Timur,Tugu Muda Tanjak,4.7,6,Monumen,-5.3677537,105.6605551
Sumatra,Lampung,Lampung Timur,Indonesian Freedom Fighter Monument KH Achmad Hanafiah,4.3,8,Monumen,-5.093387,105.5938978
Sumatra,Lampung,Lampung Timur,Langgeng Pangestu chanel,5,2,Taman,-5.3011917,105.5943533
Sumatra,Lampung,Lampung Timur,Desa Sumberhadi,5,2,Taman,-5.3783235,105.7464907
Sumatra,Lampung,Lampung Timur,tugu patin,4.4,7,Monumen,-5.0034839,105.3208701
Sumatra,Lampung,Lampung Timur,Belimbing Indah,5,1,Taman,-5.0073131,105.5136589
Sumatra,Lampung,Lampung Timur,NUWO TUHO ( Buay H. ABDULLAH ),5,5,Taman,-5.1246005,105.6859533
Sumatra,Lampung,Lampung Timur,Wisata Air Terjun Way Guruh Lehan Lampung Timur,3.8,25,Air,-5.0846682,105.5457569
Sumatra,Lampung,Lampung Timur,Air Terjun Labuhan Ratu,3.5,18,Air,-5.161662,105.647427
Sumatra,Lampung,Lampung Timur,Air Terjun 3 Alam Indah,2.6,5,Air,-5.175111,105.496458
Sumatra,Lampung,Lampung Timur,Air Terjun batu rambat Sekampung Udik Lampung Timur.,4.5,6,Air,-5.2776966,105.5414399
Sumatra,Lampung,Lampung Timur,Puncak Gunung Kerung,4.6,14,Bukit,-5.4043253,105.708174
Sumatra,Lampung,Lampung Timur,Bukit seringgit,3.7,3,Bukit,-5.1824713,105.6591624
Sumatra,Lampung,Lampung Timur,PUNCAK PAWIKI,4.1,72,Bukit,-5.1760653,105.5609097
Sumatra,Lampung,Lampung Timur,Gunung Tamiang,4,8,Bukit,-5.0991667,105.57
Sumatra,Lampung,Lampung Timur,Gunung Periki,4.7,3,Bukit,-5.1766667,105.5597222
Sumatra,Lampung,Lampung Timur,Gunung Kerbau,4.3,3,Bukit,-5.3852778,105.6433333
Sumatra,Lampung,Lampung Timur,Gunung Balak,4.2,17,Bukit,-5.3041667,105.6722222
Sumatra,Lampung,Lampung Timur,Bukit Salupa,3,2,Bukit,-5.1736111,105.5161111
Sumatra,Lampung,Lampung Timur,Gunung Tiga,4.8,4,Bukit,-5.1002778,105.4411111
Sumatra,Lampung,Lampung Timur,Wisata Bukit Gunung Batu,4.5,2,Taman,-5.5056285,105.4449202
Sumatra,Lampung,Lampung Timur,TPU Desa Bukit Raya,4,1,Taman,-5.3304981,105.6018861
Sumatra,Lampung,Lampung Timur,Islamic Centre East Lampung Mosque,4.2,135,Religi,-5.010235693,105.536704
Sumatra,Lampung,Lampung Utara,Air Terjun Kabul,3.6,5,Air,-4.9135615,104.5480484
Sumatra,Lampung,Lampung Utara,Gunung Batu,5,1,Bukit,-4.7986,104.6367
Sumatra,Lampung,Lampung Utara,Tugu Acara Cangget Bakha,5,1,Monumen,-4.8423423,104.864674
Sumatra,Lampung,Lampung Utara,Bukit Tahi Angin,5,1,Bukit,-4.9777778,104.7205556
Sumatra,Lampung,Lampung Utara,Bukit Culuhabang,4,3,Bukit,-5.0202778,104.5069444
Sumatra,Lampung,Lampung Utara,Tangkit Tebak,4.7,7,Bukit,-5.01,104.5747222
Sumatra,Lampung,Lampung Utara,Puduk Pua,5,3,Bukit,-4.9308333,104.5275
Sumatra,Lampung,Lampung Utara,Wisata Air Terjun Kembar Goa Putri,5,1,Air,-4.9687538,104.6733584
Sumatra,Lampung,Lampung Utara,Bukit Rigis,3.4,5,Bukit,-5.0525,104.4522222
Sumatra,Lampung,Lampung Utara,Air Terjun Karang Sari,5,1,Air,-5.0083258,104.708347
Sumatra,Lampung,Lampung Utara,Bundaran bukit,2.8,5,Bukit,-4.8605467,104.5717539
Sumatra,Lampung,Lampung Utara,Curug Sukaemi,4.4,63,Air,-4.979505,104.6844697
Sumatra,Lampung,Lampung Utara,Bukit Remas,5,3,Bukit,-4.9419444,104.4644444
Sumatra,Lampung,Lampung Utara,Klawas Waterfall,4.2,167,Air,-4.9631065,104.7345848
Sumatra,Lampung,Lampung Utara,Air Terjun Beringin,4.6,19,Air,-4.9123354,104.5532406
Sumatra,Lampung,Lampung Utara,Air Terjun Ogan Campang,3.8,6,Air,-5.0152378,104.7598261
Sumatra,Lampung,Lampung Utara,Air terjun goa asri,4.4,7,Air,-4.9606181,104.6510886
Sumatra,Lampung,Lampung Utara,Air Terjun Curup Indra Jaya,4,4,Air,-4.9681639,104.6952103
Sumatra,Lampung,Lampung Utara,TUGU PERBATASAN LAMPUNG UTARA DAN WAY KANAN,4,12,Monumen,-4.8312681,104.5790463
Sumatra,Lampung,Lampung Utara,Tugu Pembangunan,4.1,46,Monumen,-4.8219956,104.8788498
Sumatra,Lampung,Lampung Utara,Tugu Karang Sari,5,1,Monumen,-4.5637339,104.9600792
Sumatra,Lampung,Lampung Utara,Air terjun curup selampung,3.7,7,Air,-4.8086245,104.7014749
Sumatra,Lampung,Lampung Utara,Tugu Payan Mas Kotabumi,4.4,5186,Monumen,-4.8345649,104.8968263
Sumatra,Lampung,Lampung Utara,Bukit Benatan,4.3,3,Bukit,-4.9447222,104.445
Sumatra,Lampung,Lampung Utara,Nuwo gajah meghem suku lemdalem,5,1,Monumen,-4.8514543,104.8492033
Sumatra,Lampung,Lampung Utara,WISATA Air TERJUN GOA PUTRI / CURUP KRMBAR,4,5,Air,-4.9881431,104.6625621
Sumatra,Lampung,Lampung Utara,Tugu Tani Karyasakti,1,1,Monumen,-4.6803374,105.024942
Sumatra,Lampung,Lampung Utara,Tugu Payan Mini Desa Sidorahayu,4,45,Monumen,-4.8424472,105.074583
Sumatra,Lampung,Lampung Utara,Bukit Batududuk,5,1,Bukit,-4.9580556,104.6755556
Sumatra,Lampung,Lampung Utara,Nuwo Gedung Besar Kurungan Ratu,5,2,Monumen,-4.7338675,104.9706339
Sumatra,Lampung,Lampung Utara,LAMIDI,4.3,3,Monumen,-4.6223514,104.9299885
Sumatra,Lampung,Lampung Utara,Tgl gabo pusat lampung,5,1,Monumen,-4.7945108,104.6533665
Sumatra,Lampung,Lampung Utara,Nuwo Balak Bandar Agung suku way abung,4,3,Monumen,-4.8271496,104.8635434
Sumatra,Lampung,Lampung Utara,Air Terjun Mandi Angin,4.5,26,Air,-5.0520762,104.6961836
Sumatra,Lampung,Lampung Utara,Gn. Tangkit Tebak 2115 MDPL,4.9,10,Bukit,-5.008703,104.57572
Sumatra,Lampung,Lampung Utara,Patung Letjen. Alamsyah Ratu Prawiranegara,4.8,4,Monumen,-4.848025,104.9104998
Sumatra,Lampung,Lampung Utara,Pinus Barisan,5,1,Taman,-4.6682444,104.8033446
Sumatra,Lampung,Lampung Utara,Taman Ganesa,3.3,44,Taman,-4.8285213,104.8786489
Sumatra,Lampung,Lampung Utara,Pinusan Sinar Tehnik,4.4,5,Taman,-4.6729384,104.7967571
Sumatra,Lampung,Lampung Utara,Taman Sahabat Kotabumi,4.2,1862,Taman,-4.8247772,104.8833096
Sumatra,Lampung,Lampung Utara,Taman wisata way tebabeng,4.2,110,Taman,-4.9215476,104.9843575
Sumatra,Lampung,Lampung Utara,Wisata Bendungan Tirta Shinta,4.1,505,Taman,-4.734497,104.8542418
Sumatra,Lampung,Lampung Utara,Taman Wisata Way Rarem/Bendungan Way Rarem,4.3,179,Taman,-4.931378,104.7927944
Sumatra,Lampung,Lampung Utara,Taman Asmoro,4.5,30,Taman,-4.8881431,104.7907265
Sumatra,Lampung,Lampung Utara,Kolam Renang Sri Lestari,3.8,198,Air,-4.8421341,104.8985671
Sumatra,Lampung,Lampung Utara,Kolam Renang Tirta Intan Kencana,3.7,139,Air,-4.8265018,104.9156872
Sumatra,Lampung,Lampung Utara,Kolam Renang Insan Cendikia,5,1,Air,-4.8782174,104.9824085
Sumatra,Lampung,Lampung Utara,Kolam Renang Mutiara Desa Bumi Restu,5,1,Air,-4.7365136,105.0409676
Sumatra,Lampung,Lampung Utara,Agus jasa buat kolam renang,5,5,Air,-4.8208009,104.9027029
Sumatra,Lampung,Lampung Utara,Kolam Renang ARYA,3.9,34,Air,-4.8663183,104.5711236
Sumatra,Lampung,Lampung Utara,Kolam pemancingan & Kolam Renang Pak Suyatman,4.3,3,Air,-4.7964386,105.0121465
Sumatra,Lampung,Lampung Utara,Ladefa House,5,2,Air,-4.5798548,104.8751738
Sumatra,Lampung,Lampung Utara,Kolam Outbound,5,1,Air,-4.9155094,104.5480523
Sumatra,Lampung,Lampung Utara,WATERBOOM SATRIA FORTUNA,4.2,68,Air,-4.8554862,104.6125718
Sumatra,Lampung,Lampung Utara,Agrowisata Lembah Bambu Kuning,4.1,574,Air,-4.840638,104.9331349
Sumatra,Lampung,Mesuji,TAMAN TUGU,4.2,28,Taman,-3.993864,105.5591391
Sumatra,Lampung,Mesuji,BIOLOGICAL PARK TUGU MEKARSARI,4.2,160,Taman,-3.9551589,105.3260488
Sumatra,Lampung,Mesuji,taman kehati,4.3,117,Taman,-3.9531101,105.3248665
Sumatra,Lampung,Mesuji,Taman Nusa Indah,3.9,70,Taman,-3.9901672,105.3371032
Sumatra,Lampung,Mesuji,Bendungan ALBARET,3,9,Taman,-4.010704,105.2535782
Sumatra,Lampung,Mesuji,Simpang Pematang Square,4.2,1281,Taman,-4.018226,105.247708
Sumatra,Lampung,Mesuji,EMBUNG ALBARET,4,2,Taman,-4.0094869,105.2538692
Sumatra,Lampung,Mesuji,Putri Malu Waterfall,4.4,258,Taman,-4.8600363,104.3860686
Sumatra,Lampung,Mesuji,Air terjun,3.3,3,Air,-4.750623,105.641324
Sumatra,Lampung,Mesuji,Wisata Air Terjun Way Guruh Lehan Lampung Timur,3.8,25,Air,-5.0846682,105.5457569
Sumatra,Lampung,Mesuji,Air terjun TALANG RABUN,4.8,49,Air,-5.4960797,105.1607895
Sumatra,Lampung,Mesuji,Air Terjun Tirai,4.6,93,Air,-5.1770059,104.6378536
Sumatra,Lampung,Mesuji,Waterfall Curup Gangsa,4.4,854,Air,-4.6687998,104.4170941
Sumatra,Lampung,Mesuji,Sinar Tiga Waterfall,4.6,64,Air,-5.530335,105.1034834
Sumatra,Lampung,Mesuji,Air Terjun Lembah Pelangi,4.5,449,Air,-5.33334,104.5459109
Sumatra,Lampung,Mesuji,Air Terjun Tundo Telu,4.4,29,Air,-5.5651231,105.0437101
Sumatra,Lampung,Mesuji,Air Terjun Way Tumbai,4.9,14,Air,-5.8260435,105.6449644
Sumatra,Lampung,Mesuji,Air Terjun Anglo,4.4,488,Air,-5.5356366,105.0697182
Sumatra,Lampung,Mesuji,Batu Putu Waterfall,4,375,Air,-5.4272834,105.2182887
Sumatra,Lampung,Mesuji,Air Terjun Gunung Betung,4.6,57,Air,-5.422454,105.1484702
Sumatra,Lampung,Mesuji,Air Terjun Punggung Naga,4.2,16,Air,-5.5278695,105.0930765
Sumatra,Lampung,Mesuji,Air Terjun Datar Lebuay,4,28,Air,-5.222362,104.7153902
Sumatra,Lampung,Mesuji,Air terjun gunung balau,4.5,17,Air,-5.4205658,105.30521
Sumatra,Lampung,Mesuji,Waterfall Way Tayas,4.6,260,Air,-5.8137789,105.6219246
Sumatra,Lampung,Mesuji,tugu potol,5,1,Monumen,-3.9306286,105.2876224
Sumatra,Lampung,Mesuji,TUGU PSHT RAYON DWI KARYA MUSTIKA,5,4,Monumen,-4.0413038,105.4915793
Sumatra,Lampung,Mesuji,Patung PEMUDA,5,1,Monumen,-3.9254397,105.3476674
Sumatra,Lampung,Mesuji,MONUMEN (K) ON T0L,5,1,Monumen,-4.063861,105.131964
Sumatra,Lampung,Mesuji,Tugu Psnu Pagar nusa,5,1,Monumen,-4.0414238,105.4916239
Sumatra,Lampung,Mesuji,TAMAN TUGU,4.2,28,Monumen,-3.993864,105.5591391
Sumatra,Lampung,Mesuji,Tugu Lapangan Nusa Indah,4.6,7,Monumen,-3.9901405,105.3371048
Sumatra,Lampung,Mesuji,Tugu PKk,5,1,Monumen,-3.8790788,105.3491721
Sumatra,Lampung,Mesuji,TUGU PSHT RAYON KEJADIAN,5,1,Monumen,-4.1979868,105.0782086
Sumatra,Lampung,Mesuji,KOLAM RENANG TIRTA MULYA,4.8,11,Monumen,-4.0300967,104.93704
Sumatra,Lampung,Mesuji,QARIRA GARDEN TAMAN WISTA Air,3.6,40,Monumen,-4.2064076,105.1275573
Sumatra,Lampung,Mesuji,Kolam renang puno kawan blok e,4,1,Air,-4.000115,105.0206757
Sumatra,Lampung,Mesuji,taman kehati,4.3,117,Taman,-3.9531101,105.3248665
Sumatra,Lampung,Mesuji,Kolam ikan,4,1,Air,-3.844081,105.500923
Sumatra,Lampung,Mesuji,Alun-Alun Desa Hadimulyo,4.2,262,Taman,-4.1053874,105.1313164
Sumatra,Lampung,Mesuji,Kolam Renang Sunter,3.5,28,Air,-4.2185737,105.6051568
Sumatra,Lampung,Mesuji,Gedung Serba Guna Taman Kehati,4,23,Taman,-3.9526807,105.3241307
Sumatra,Lampung,Mesuji,BIOLOGICAL PARK TUGU MEKARSARI,4.2,160,Taman,-3.9551589,105.3260488
Sumatra,Lampung,Mesuji,Kolam Renang Ganda Putra Jaya,3.8,77,Air,-4.2174429,105.6397613
Sumatra,Lampung,Mesuji,Kolam Renang Tirta Garden,4,507,Air,-4.2641445,105.2451925
Sumatra,Lampung,Mesuji,MASJID AGUNG DARUL HUDA,4.8,4,Religi,-4.0623994,105.1355586
Sumatra,Lampung,Mesuji,Taman Hiburan Maju Mapan,5,3,Taman,-4.1879988,105.4797639
Sumatra,Lampung,Mesuji,Kolam Renang Taman Bahagia,4.2,174,Air,-4.3897751,105.2852576
Sumatra,Lampung,Mesuji,Kolam Renang Dwi Puspa,4.3,29,Air,-4.2709804,105.2376546
Sumatra,Lampung,Mesuji,Anjungan Cinta,4.6,7,Taman,-4.245098,105.7966457
Sumatra,Lampung,Mesuji,Simpang Pematang Square,4.2,1281,Taman,-4.018226,105.247708
Sumatra,Lampung,Mesuji,Pantai Belitang,4.4,5,Air,-3.9752246,104.5344592
Sumatra,Lampung,Mesuji,KOLAM RENANG MBAH UNTUNG C2 MULYA JAYA,4,2,Air,-3.8568245,105.0435181
Sumatra,Lampung,Mesuji,Water Plung,3,1,Air,-4.075557,105.0139969
Sumatra,Lampung,Mesuji,WISATA LAUT AGUNG,4.5,38,Air,-4.2679161,105.8183005
Sumatra,Lampung,Mesuji,Pantai tanjung manjangan,4.6,15,Air,-3.8473598,105.95759
Sumatra,Lampung,Mesuji,Dermaga Wiralaga II Mesuji,4.5,35,Air,-3.8426906,105.5023826
Sumatra,Lampung,Mesuji,taman kehati,4.3,117,Taman,-3.9531101,105.3248665
Sumatra,Lampung,Mesuji,Wisata Susur Sungai,5,1,Air,-3.8416773,105.4868784
Sumatra,Lampung,Mesuji,Wisata Sungai Kaboeng Mesuji,4.7,6,Air,-3.8445586,105.4889583
Sumatra,Lampung,Mesuji,Kuala Mesuji,5,1,Air,-3.8858405,105.4253602
Sumatra,Lampung,Mesuji,Pantai Dipasena Agung,4,31,Air,-4.2680535,105.8186006
Sumatra,Lampung,Mesuji,Bendungan Danau Asri,4.1,21,Air,-4.1835874,105.1629943
Sumatra,Lampung,Mesuji,Taman Nusa Indah,3.9,70,Taman,-3.9901672,105.3371032
Sumatra,Lampung,Pesawaran,TUGU LESUNG,3,1,Monumen,-5.3742084,105.1019723
Sumatra,Lampung,Pesawaran,Tugu Punduk,4.1,95,Monumen,-5.1918406,105.1776401
Sumatra,Lampung,Pesawaran,Bride Monument Pesawaran,4.6,1137,Monumen,-5.3799632,105.0950211
Sumatra,Lampung,Pesawaran,Tugu Negeri Katon,4.5,15,Monumen,-5.3245503,105.1106774
Sumatra,Lampung,Pesawaran,Tugu PSHT Bangunsari Negeri Katon Pesawaran,3.7,6,Monumen,-5.212789,105.072095
Sumatra,Lampung,Pesawaran,Tugu psht rayon pertanen,3.7,6,Monumen,-5.4049171,105.0233373
Sumatra,Lampung,Pesawaran,Sumber Jaya Tugu,4.2,50,Monumen,-5.3284556,105.1141819
Sumatra,Lampung,Pesawaran,Tugu Perbatasan Lampung Tengah - Pesawaran,4.7,6,Monumen,-5.127282,105.1926273
Sumatra,Lampung,Pesawaran,TUGU SELAMAT DATANG,4.4,7,Monumen,-5.5164122,105.2405694
Sumatra,Lampung,Pesawaran,Air Terjun Anglo,4.4,488,Air,-5.5356366,105.0697182
Sumatra,Lampung,Pesawaran,Klara Beach Pesawaran Lampung,4.4,3461,Air,-5.5799026,105.2131419
Sumatra,Lampung,Pesawaran,Tahura Wan Abdul Rachman (Gunung Betung),4.4,119,Bukit,-5.4369481,105.1570949
Sumatra,Lampung,Pesawaran,Monumen Air kehidupan tanjung anom City,5,1,Air,-5.142563,105.1700924
Sumatra,Lampung,Pesawaran,Tugu Pahlawan,4.3,23,Monumen,-5.4245077,105.0336978
Sumatra,Lampung,Pesawaran,Gapura Selamat Datang Pesawaran,5,2,Taman,-5.3737422,105.0810564
Sumatra,Lampung,Pesawaran,Monumen Tni Al,5,3,Monumen,-5.4237915,105.034496
Sumatra,Lampung,Pesawaran,Hutan Mangrove Petengoran,4.6,57,Taman,-5.5686379,105.2401007
Sumatra,Lampung,Pesawaran,Tugu Ambarawa,3.8,4,Monumen,-5.4110174,104.9602582
Sumatra,Lampung,Pesawaran,Pantai Ketapang Pesawaran,4.3,68,Air,-5.5908088,105.2346213
Sumatra,Lampung,Pesawaran,Tugu gajah Mada panggung rejo,4.8,5,Monumen,-5.3080402,105.0324562
Sumatra,Lampung,Pesawaran,Taman Nemo,4.8,33,Taman,-5.6634717,105.2028368
Sumatra,Lampung,Pesawaran,WAY MIOS gunung batu,4.5,172,Bukit,-5.4397252,105.0969334
Sumatra,Lampung,Pesawaran,Parks Andan Jejama,4.3,137,Taman,-5.3990588,105.0704235
Sumatra,Lampung,Pesawaran,Sinar Tiga Waterfall,4.6,64,Air,-5.530335,105.1034834
Sumatra,Lampung,Pesawaran,WISATA VILLA GARDENIA LAMPUNG,4.3,1510,Taman,-5.4858337,105.2498891
Sumatra,Lampung,Pesawaran,Taman Wisata Tanjung Mas,4.5,16,Taman,-5.3986079,105.0936102
Sumatra,Lampung,Pesawaran,Air Terjun Randu Kembar,4.6,97,Air,-5.5821257,105.0590513
Sumatra,Lampung,Pesawaran,Pantai Klara 2,4.5,590,Air,-5.5830403,105.218281
Sumatra,Lampung,Pesawaran,Muncak Pas,4.4,461,Taman,-5.495234,105.2266515
Sumatra,Lampung,Pesawaran,Taman Agro Wisata Sri Rejeki,4.2,36,Taman,-5.201945,105.0799189
Sumatra,Lampung,Pesawaran,PENANGKARAN RUSA TAHURA WAN ABDUL RACHMAN LAMPUNG,4.4,1059,Taman,-5.4201538,105.1857204
Sumatra,Lampung,Pesawaran,MARINES ECO PARK,4.3,447,Taman,-5.6125691,105.1730204
Sumatra,Lampung,Pesawaran,Puncak Desa Wisata Pujorahayu,4.5,56,Taman,-5.3346179,105.0613758
Sumatra,Lampung,Pesawaran,Bronjong Way Lima Pesawaran,4.3,561,Taman,-5.4219296,105.0685215
Sumatra,Lampung,Pesawaran,Air Terjun Tundo Telu,4.4,29,Air,-5.5651231,105.0437101
Sumatra,Lampung,Pesawaran,Air Terjun Lubuk Law,4.9,22,Air,-5.5212395,105.1876062
Sumatra,Lampung,Pesawaran,Air Terjun Tahura Wan Abdul rahman(kiri),4.5,26,Air,-5.5174417,105.2231488
Sumatra,Lampung,Pesawaran,Air terjun TALANG RABUN,4.8,49,Air,-5.4960797,105.1607895
Sumatra,Lampung,Pesawaran,Sinar Tiga Waterfall,4.6,64,Air,-5.530335,105.1034834
Sumatra,Lampung,Pesawaran,Air Terjun Sentul Jaya,4.6,14,Air,-5.5866354,105.079423
Sumatra,Lampung,Pesawaran,Air Terjun Gunung Betung,4.6,57,Air,-5.422454,105.1484702
Sumatra,Lampung,Pesawaran,Air terjun Batu lapis,4.5,8,Air,-5.4946931,105.1587631
Sumatra,Lampung,Pesawaran,Air Terjun Batu Menangis (Punggung Naga),3,2,Air,-5.5224519,105.0924314
Sumatra,Lampung,Pesawaran,Air TERJUN KEMBAR RINDU ALAM,4.9,7,Air,-5.582118,105.0592672
Sumatra,Lampung,Pesawaran,Air Terjun Punggung Naga,4.2,16,Air,-5.5278695,105.0930765
Sumatra,Lampung,Pesawaran,Air Terjun Curug Intan,4.3,6,Air,-5.6822786,105.1125339
Sumatra,Lampung,Pesawaran,Air Terjun Bogorejo,4.5,2,Air,-5.4080978,105.1043323
Sumatra,Lampung,Pesawaran,Air Terjun Seribu Mimpi,5,3,Air,-5.4781592,105.1625017
Sumatra,Lampung,Pesawaran,Air Terjun Sinarjaya,4.2,15,Air,-5.5996726,105.0536024
Sumatra,Lampung,Pesawaran,Air Terjun Tirta Harapan Jaya,4.5,8,Air,-5.54387,105.0995258
Sumatra,Lampung,Pesawaran,Air Terjun Talang Mulya,4.9,16,Air,-5.4653883,105.1911677
Sumatra,Lampung,Pesawaran,Air Terjun Tanjung Agung Way Lima,5,3,Air,-5.4695312,105.0652673
Sumatra,Lampung,Pesawaran,Air Terjun Cangkuang,3.6,5,Air,-5.6161503,105.061699
Sumatra,Lampung,Pesawaran,Gunung Pesawaran,4.2,20,Bukit,-5.5063889,105.0805556
Sumatra,Lampung,Pesawaran,Gunung Betung,4.3,90,Bukit,-5.4291667,105.1541667
Sumatra,Lampung,Pesawaran,Gunung Tanggang,4.3,12,Bukit,-5.7116667,105.1063889
Sumatra,Lampung,Pesawaran,Gunung Ratai,4.6,9,Bukit,-5.5133333,105.0933333
Sumatra,Lampung,Pesawaran,Gunung Seribu,3,2,Bukit,-5.5630556,105.2019444
Sumatra,Lampung,Pesawaran,The peak of Mount Betung,4.8,18,Bukit,-5.4420937,105.160132
Sumatra,Lampung,Pesawaran,Gn. Jemuah Bali,5,1,Bukit,-5.5490425,105.1637116
Sumatra,Lampung,Pesawaran,Gunung PETAR,1,1,Bukit,-5.5404668,105.2354196
Sumatra,Lampung,Pesawaran,Gunung batu Lempasing,5,1,Bukit,-5.4952053,105.2471218
Sumatra,Lampung,Pesawaran,KEBUN ALPUKAT SUNTAN 2,5,2,Taman,-5.5061822,105.0289496
Sumatra,Lampung,Pesawaran,Gunung Petar,3,1,Bukit,-5.5411111,105.2341667
Sumatra,Lampung,Pesawaran,Gn Supi Gunung Sari,2.5,4,Bukit,-5.448657,104.969118
Sumatra,Lampung,Pesawaran,Kolam Renang Pesawaran City,4.2,240,Air,-5.3965479,105.0789881
Sumatra,Lampung,Pesawaran,Tirto Santoso Swimming Pool,4.1,99,Air,-5.3672388,105.1637885
Sumatra,Lampung,Pesawaran,Kolam Renang Sunjoyo,4.4,9,Air,-5.3811234,105.1353648
Sumatra,Lampung,Pesawaran,Way Labu City Swimming Pool,4,129,Air,-5.4429808,105.0341322
Sumatra,Lampung,Pesawaran,Kolam renang Tirta Garden,4.4,22,Air,-5.4820956,105.0165194
Sumatra,Lampung,Pesawaran,Kolam renang Batin Perwira Kusuma,4.2,5,Air,-5.495402,105.039865
Sumatra,Lampung,Pesawaran,Kolam Renang Telaga langit biru,4.1,13,Air,-5.6024949,105.1045677
Sumatra,Lampung,Pesawaran,Kolam Renang Laut ANGGARAKSA,4.3,11,Air,-5.5849633,105.2192103
Sumatra,Lampung,Pesawaran,Jaya Abadi Swimming Pool,4,10,Air,-5.3727928,105.1256282
Sumatra,Lampung,Pesawaran,Raisa Swimmingpool,4.3,4,Air,-5.359749,105.188866
Sumatra,Lampung,Pesawaran,Tirto rahayu,3.9,15,Air,-5.2197667,105.0971963
Sumatra,Lampung,Pesawaran,Lembah Lereng Coklat,3.7,10,Taman,-5.3850021,105.1434402
Sumatra,Lampung,Pesawaran,Kolam Renang Sukaraja,4.7,3,Air,-5.3811879,105.0960141
Sumatra,Lampung,Pesawaran,Waterboom W & W,4.2,41,Air,-5.5889875,105.0701406
Sumatra,Lampung,Pesawaran,KOLAM RENANG NATURAL GREEN,3.7,3,Air,-5.3816705,105.0959713
Sumatra,Lampung,Pesawaran,Kolam Renang & Kafe Teba Jawa,4.2,13,Air,-5.4515188,105.0062694
