Wilayah,Provinsi,Kabupaten/Kota,Nama Wisata,Rating,Reviews,Jenis Wisata,Latitude,Longitude,Jenis Wisata Encoded,Kabupaten/Kota Encoded,Nama Wisata Encoded,Wisata_Air,Wisata_Bukit,Wisata_Monumen,Wisata_Religi,Wisata_Taman
Sumatra,Riau,Pekanbaru,rth putri kaca mayang,4.3,3499,Taman,0.513718,101.4483296,4,337,10244,False,False,False,False,True
Sumatra,Riau,Pekanbaru,rumah jamur nando,4.9,380,Taman,0.4965623,101.5089612,4,337,10290,False,False,False,False,True
Sumatra,Riau,Pekanbaru,tugu titik nol pekanbaru,4.3,79,Monumen,0.5392906,101.4436919,2,337,13015,False,False,True,False,False
Sumatra,Riau,Pekanbaru,wisata pulau semut,4.4,51,Taman,0.5607324,101.4868493,4,337,14234,False,False,False,False,True
Sumatra,Riau,Pekanbaru,alam mayang park,4.3,639,Taman,0.4920566,101.5005344,4,337,1166,False,False,False,False,True
Sumatra,Riau,Pekanbaru,agrowisata duranch,4.7,6,Taman,0.5611108,101.4870925,4,337,67,False,False,False,False,True
Sumatra,Riau,Pekanbaru,asiafarm,4.4,54,Taman,0.5085257,101.5082951,4,337,1398,False,False,False,False,True
Sumatra,Riau,Pekanbaru,syafa park - danau buatan corner,4.4,152,Air,0.5821883,101.4786801,0,337,10990,True,False,False,False,False
Sumatra,Riau,Pekanbaru,badnur miniatur riau,4.2,69,Monumen,0.4968405,101.3806216,2,337,1439,False,False,True,False,False
Sumatra,Riau,Pekanbaru,alam mayang,4.5,414,Taman,0.4959934,101.5012957,4,337,1165,False,False,False,False,True
Sumatra,Riau,Pekanbaru,panorama alam impian (pa ali),4.4,262,Taman,0.6275541788,101.3952017,4,337,6938,False,False,False,False,True
Sumatra,Riau,Pekanbaru,wisata dakwah okura,4.3,411,Taman,0.5938818408,101.5021331,4,337,13815,False,False,False,False,True
Sumatra,Riau,Pekanbaru,taman wisata love refi,4.0,182,Taman,0.4479757428,101.535092,4,337,12203,False,False,False,False,True
Sumatra,Riau,Pekanbaru,agro wisata pelangi,4.3,423,Air,0.4775005359,101.5217024,0,337,54,True,False,False,False,False
Sumatra,Riau,Pekanbaru,citraland waterpark,4.3,1314,Air,0.4908206097,101.4213788,0,337,2671,True,False,False,False,False
Sumatra,Riau,Pekanbaru,sentosa swimming pool & waterboom,4.3,620,Air,0.512495805,101.5035726,0,337,10538,True,False,False,False,False
Sumatra,Riau,Pekanbaru,themepark asia farm hayday,4.2,4591,Taman,0.5072402831,101.5088283,4,337,12620,False,False,False,False,True
Sumatra,Riau,Pekanbaru,kolam renang kamboja indah,4.6,34,Air,0.5020343372,101.4843346,0,337,5152,True,False,False,False,False
Sumatra,Riau,Pekanbaru,rainata camp agrowisata,4.5,26,Taman,0.4849921659,101.5345537,4,337,10119,False,False,False,False,True
Sumatra,Jambi,Batanghari,wisata danau letang,4.3,161,Air,-1.7212616,103.2577059,0,56,13834,True,False,False,False,False
Sumatra,Jambi,Batanghari,danau ugo,4.1,34,Air,-1.8613773,102.9977529,0,56,3115,True,False,False,False,False
Sumatra,Jambi,Batanghari,taman berbunga talang bukit rantau puri,4.2,212,Taman,-1.6834853,103.3326004,4,56,11143,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman wisata sungai bujang simpang pete muara bulian,4.1,185,Taman,-1.7366176,103.2922339,4,56,12250,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman payung,4.0,510,Taman,-1.5958992,103.4172194,4,56,11795,False,False,False,False,True
Sumatra,Jambi,Batanghari,puri rimbo bulian,4.4,42,Taman,-1.7496669,103.1356804,4,56,10068,False,False,False,False,True
Sumatra,Jambi,Batanghari,desa jangga aur,4.6,8,Taman,-1.8821239,103.0892128,4,56,3219,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman wisata rekreasi bintang tembesi,4.6,11,Taman,-1.7256654,103.1444945,4,56,12235,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman remaja muara tembesi,3.8,596,Taman,-1.7229164,103.1361039,4,56,11905,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman tapah malenggang,4.7,42,Taman,-1.7058273,103.2680652,4,56,12033,False,False,False,False,True
Sumatra,Jambi,Batanghari,taman simpang iv,4.3,25,Taman,-1.7149106,103.2645452,4,56,11988,False,False,False,False,True
Sumatra,Jambi,Bungo,taman hijau bungo,3.8,1172,Taman,-1.4839475,102.1146651,4,98,11364,False,False,False,False,True
Sumatra,Jambi,Bungo,semagi waterpark,4.1,486,Air,-1.5397483,102.1037099,0,98,10489,True,False,False,False,False
Sumatra,Jambi,Bungo,taman pusparagam,4.2,1027,Taman,-1.482073,102.1178954,4,98,11868,False,False,False,False,True
Sumatra,Jambi,Bungo,athaya garden,4.2,497,Taman,-1.5970329,102.1107075,4,98,1408,False,False,False,False,True
Sumatra,Jambi,Bungo,kolam renang n cafe the legend,4.4,41,Air,-1.4958043,102.1020912,0,98,5191,True,False,False,False,False
Sumatra,Jambi,Bungo,taman angso duo,3.9,295,Taman,-1.4868541,102.1137947,4,98,11086,False,False,False,False,True
Sumatra,Jambi,Bungo,taman sab garden,4.0,40,Taman,-1.4979976,102.0987974,4,98,11932,False,False,False,False,True
Sumatra,Jambi,Bungo,taman bunga ratu dan kolam pemancingan telago pangeran,4.0,4,Taman,-1.476393,102.2786583,4,98,11222,False,False,False,False,True
Sumatra,Jambi,Bungo,farabil waterboom,3.8,66,Air,-1.5116557,102.1044727,0,98,3503,True,False,False,False,False
Sumatra,Jambi,Bungo,taman tampoenek bungo,4.0,239,Taman,-1.5155975,102.1183276,4,98,12028,False,False,False,False,True
Sumatra,Jambi,Bungo,taman punduok talang pantai,4.2,6,Taman,-1.4832164,102.0984549,4,98,11858,False,False,False,False,True
Sumatra,Jambi,Bungo,wisata alam dam sungai arang (wasa),5.0,2,Air,-1.5054921,102.0750468,0,98,13594,True,False,False,False,False
Sumatra,Jambi,Bungo,wisata lubuk beringin,4.0,293,Taman,-1.7119454,101.8668913,4,98,14050,False,False,False,False,True
Sumatra,Jambi,Bungo,wisata danau babeko,4.0,26,Air,-1.5029295,102.1841564,0,98,13821,True,False,False,False,False
Sumatra,Jambi,Bungo,objek wisata puncak luber,5.0,1,Taman,-1.7118878,101.8678613,4,98,6764,False,False,False,False,True
Sumatra,Jambi,Bungo,air terjun tepian rajo,4.5,21,Air,-1.6941267,101.8065466,0,98,1005,True,False,False,False,False
Sumatra,Jambi,Bungo,taman babusek ayek,4.3,49,Taman,-1.4996282,102.1555788,4,98,11101,False,False,False,False,True
Sumatra,Jambi,Bungo,wisata alam terbuka,4.4,5,Taman,-1.5682375,101.6556094,4,98,13689,False,False,False,False,True
Sumatra,Jambi,Bungo,green aquatic park(tempat wisata),4.4,9,Taman,-1.605818,102.358497,4,98,3857,False,False,False,False,True
Sumatra,Jambi,Bungo,spot photo pohon lubuk tenam,5.0,2,Taman,-1.4596303,102.1097127,4,98,10733,False,False,False,False,True
Sumatra,Jambi,Bungo,air terjun telun angii,4.8,8,Air,-1.578683585,101.6681997,0,98,990,True,False,False,False,False
Sumatra,Jambi,Bungo,air terjun napal rantau pandan,4.4,5,Air,-1.654481923,101.9345717,0,98,689,True,False,False,False,False
Sumatra,Jambi,Bungo,wisata alam kemang,3.9,35,Taman,-1.433523321,102.035879,4,98,13628,False,False,False,False,True
Sumatra,Jambi,Bungo,taman sri soedewi,4.5,62,Taman,-1.49291335,102.1165601,4,98,12005,False,False,False,False,True
Sumatra,Jambi,Bungo,dunia aquarium,4.0,44,Air,-1.488828806,102.1101712,0,98,3381,True,False,False,False,False
Sumatra,Jambi,Bungo,taman kelinci atak,4.6,23,Taman,-1.502270642,102.1103198,4,98,11470,False,False,False,False,True
Sumatra,Jambi,Bungo,mora garden,4.2,177,Taman,-1.500933836,102.1256881,4,98,6359,False,False,False,False,True
Sumatra,Jambi,Bungo,taman edukasi utaka sanak,3.8,20,Taman,-1.509003015,102.1242922,4,98,11312,False,False,False,False,True
Sumatra,Jambi,Bungo,taman kota lintas muaro bungo,5.0,5,Taman,-1.484115109,102.1142147,4,98,11547,False,False,False,False,True
Sumatra,Jambi,Bungo,taman kota bungo,4.3,13,Taman,-1.487705918,102.1134026,4,98,11525,False,False,False,False,True
Sumatra,Jambi,Bungo,lapangan semagor ( taman pusparagam ),4.1,397,Taman,-1.481617151,102.1173694,4,98,5526,False,False,False,False,True
Sumatra,Jambi,Kerinci,air terjun telun berasap,4.3,877,Air,-1.6898849,101.339739,0,182,991,True,False,False,False,False
Sumatra,Jambi,Kerinci,pantai pasir panjang desa tanjung tanah,4.2,268,Air,-2.1188183,101.4910283,0,182,8272,True,False,False,False,False
Sumatra,Jambi,Kerinci,taman putri tunggal,4.2,124,Taman,-2.0158471,101.3636392,4,182,11871,False,False,False,False,True
Sumatra,Jambi,Kerinci,taman husein,4.1,88,Taman,-2.1572592,101.529912,4,182,11371,False,False,False,False,True
Sumatra,Jambi,Kerinci,air panas semurup,4.0,461,Air,-1.9882935,101.3571941,0,182,136,True,False,False,False,False
Sumatra,Jambi,Kerinci,aroma pecco,3.9,367,Taman,-1.8004707,101.2708619,4,182,1387,False,False,False,False,True
Sumatra,Jambi,Kerinci,taman bukit tengah,4.2,117,Bukit,-1.941401,101.3453695,1,182,11189,False,True,False,False,False
Sumatra,Jambi,Kerinci,hutan pinus smk-spp negeri kerinci,4.2,427,Taman,-2.114176,101.5302714,4,182,4279,False,False,False,False,True
Sumatra,Jambi,Kerinci,bukit khayangan sungai penuh kerinci,4.5,1370,Bukit,-2.1094083,101.3887674,1,182,2118,False,True,False,False,False
Sumatra,Jambi,Kerinci,rawa bento,4.6,93,Taman,-1.7279178,101.3472401,4,182,10164,False,False,False,False,True
Sumatra,Jambi,Kerinci,wisata alam desa danau tinggi,4.2,9,Taman,-1.8587914,101.3438582,4,182,13601,False,False,False,False,True
Sumatra,Jambi,Kerinci,taman wisata ayla,4.4,136,Air,-1.9328371,101.3350639,0,182,12147,True,False,False,False,False
Sumatra,Jambi,Kerinci,shelter 2 gunung kerinci,4.7,141,Bukit,-1.7096625,101.2679037,1,182,10558,False,True,False,False,False
Sumatra,Jambi,Kerinci,lake kaco,4.6,185,Air,-2.3267771,101.5398627,0,182,5449,True,False,False,False,False
Sumatra,Jambi,Kerinci,panorama bukit tirai embun danau tinggi,4.6,131,Bukit,-1.8668445,101.3262612,1,182,6945,False,True,False,False,False
Sumatra,Jambi,Kerinci,taman pertiwi,4.1,273,Taman,-2.1085793,101.5192463,4,182,11825,False,False,False,False,True
Sumatra,Jambi,Kerinci,telago paradise,4.4,86,Taman,-2.1778257,101.4835617,4,182,12486,False,False,False,False,True
Sumatra,Jambi,Kerinci,khayangan valley waterfall,4.3,27,Air,-2.0650559,101.5410659,0,182,4962,True,False,False,False,False
Sumatra,Jambi,Kerinci,pantai indah koto petai,4.3,218,Air,-2.124831,101.4784639,0,182,7540,True,False,False,False,False
Sumatra,Jambi,Kerinci,air terjun arai indah,4.4,13,Air,-1.9421689,101.3627115,0,182,183,True,False,False,False,False
Sumatra,Jambi,Kerinci,air terjun pancaro rayo,4.7,37,Air,-2.188277587,101.437587,0,182,725,True,False,False,False,False
Sumatra,Jambi,Kerinci,danau lingkat,4.4,205,Air,-2.267424391,101.5461899,0,182,3010,True,False,False,False,False
Sumatra,Jambi,Kerinci,"bukit khayangan, sungai penuh, kerinci",4.5,1370,Bukit,-2.106678571,101.38696,1,182,2119,False,True,False,False,False
Sumatra,Jambi,Kerinci,pantai ratu sigindo kuning seleman,4.4,47,Air,-2.119683362,101.4997289,0,182,8460,True,False,False,False,False
Sumatra,Jambi,Kerinci,pantai sigindo kuning,5.0,12,Air,-2.121213371,101.5020766,0,182,8586,True,False,False,False,False
Sumatra,Jambi,Kerinci,dermaga danau kerinci,4.2,397,Air,-2.12335538,101.5222865,0,182,3170,True,False,False,False,False
Sumatra,Jambi,Kerinci,sanggarahan danau kerinci,4.3,11,Air,-2.126925389,101.5224906,0,182,10375,True,False,False,False,False
Sumatra,Jambi,Kerinci,lake kerinci,4.4,269,Air,-2.141307343,101.4930944,0,182,5450,True,False,False,False,False
Sumatra,Jambi,Kerinci,batu raja pulau tengah,4.2,13,Monumen,-2.16945886,101.4610442,2,182,1640,False,False,True,False,False
Sumatra,Jambi,Kerinci,kolam renang desa keluru,4.9,21,Air,-2.178230603,101.5134064,0,182,5116,True,False,False,False,False
Sumatra,Jambi,Kerinci,bukit tebing kerinci,4.0,9,Bukit,-2.158953102,101.5308604,1,182,2323,False,True,False,False,False
Sumatra,Jambi,Kerinci,khaisa samudera (camping ground),4.4,14,Taman,-2.145478961,101.5244627,4,182,4959,False,False,False,False,True
Sumatra,Jambi,Kerinci,"jembatan danau kerinci, sanggaran agung, kerinci, jambi",4.4,160,Taman,-2.124550811,101.5260506,4,182,4430,False,False,False,False,True
Sumatra,Jambi,Kerinci,gn. kunyit,4.7,11,Bukit,-2.271711588,101.4843413,1,182,3717,False,True,False,False,False
Sumatra,Jambi,Kerinci,taman payo tamiang,4.8,12,Taman,-2.247697684,101.5468261,4,182,11794,False,False,False,False,True
Sumatra,Jambi,Kerinci,objek wisata kolam renang air panas sungai tutung,5.0,3,Air,-2.023277184,101.4291504,0,182,6742,True,False,False,False,False
Sumatra,Jambi,Kerinci,air terjun sungai medang,4.3,32,Air,-2.006343962,101.4179227,0,182,942,True,False,False,False,False
Sumatra,Jambi,Kerinci,taman wisata bukit teletubbies,4.1,11,Taman,-2.042862377,101.3423906,4,182,12165,False,False,False,False,True
Sumatra,Jambi,Kerinci,bukit impian,4.2,198,Bukit,-2.04163831,101.3505562,1,182,2075,False,True,False,False,False
Sumatra,Jambi,Kerinci,strawberry kerinci,4.9,86,Taman,-2.014096543,101.3305504,4,182,10780,False,False,False,False,True
Sumatra,Jambi,Kerinci,puncak sitinjau danau,4.3,12,Bukit,-2.02592936,101.3417781,1,182,9939,False,True,False,False,False
Sumatra,Jambi,Kerinci,gao semurup,4.0,364,Taman,-1.985616318,101.3549924,4,182,3565,False,False,False,False,True
Sumatra,Jambi,Kerinci,air terjun batu kuho,4.5,13,Air,-1.982824466,101.3151846,0,182,232,True,False,False,False,False
Sumatra,Jambi,Kerinci,pendung semurup waterfall entrance,4.2,45,Air,-1.976542783,101.3805997,0,182,9419,True,False,False,False,False
Sumatra,Jambi,Kerinci,air terjun pendung mudik,4.2,13,Air,-1.958279235,101.385372,0,182,752,True,False,False,False,False
Sumatra,Jambi,Kerinci,puncak harapan,3.0,3,Bukit,-1.959791511,101.3120419,1,182,9832,False,True,False,False,False
Sumatra,Jambi,Kerinci,taman wisata dam sinar pagi,4.5,4,Taman,-1.950252518,101.332295,4,182,12173,False,False,False,False,True
Sumatra,Jambi,Kerinci,air terjun lembah mengurai,4.5,13,Air,-1.904767066,101.3430035,0,182,590,True,False,False,False,False
Sumatra,Jambi,Kerinci,danau belibis,4.4,28,Air,-1.742216161,101.2421729,0,182,2920,True,False,False,False,False
Sumatra,Jambi,Kerinci,danau gunung tujuh,4.5,61,Air,-1.707213106,101.4090277,0,182,2970,True,False,False,False,False
Sumatra,Jambi,Kerinci,air terjun three countra pauh tinggi,2.7,3,Air,-1.757518789,101.4004013,0,182,1011,True,False,False,False,False
Sumatra,Jambi,Kerinci,tugu macan,4.4,1569,Monumen,-1.772805779,101.2824171,2,182,12901,False,False,True,False,False
Sumatra,Jambi,Kerinci,taman wisata telaga jernih desa sungai bendung air/sungai panda,4.2,26,Taman,-1.777173468,101.3164043,4,182,12256,False,False,False,False,True
Sumatra,Jambi,Kerinci,perkebunan teh kayu aro,4.4,175,Taman,-1.782269091,101.2734347,4,182,9456,False,False,False,False,True
Sumatra,Jambi,Kerinci,mountain kerinci,4.8,163,Bukit,-1.696854905,101.2639669,1,182,6391,False,True,False,False,False
Sumatra,Jambi,Kerinci,taman bunga asri kayu aro kerinci,4.3,55,Taman,-1.765046226,101.3005174,4,182,11205,False,False,False,False,True
Sumatra,Jambi,Kerinci,kerinci seblat national park,4.7,34,Taman,-1.703585776,101.2688897,4,182,4944,False,False,False,False,True
Sumatra,Jambi,Kerinci,danau gunung 7 taman nasional kerinci seblat,4.7,240,Air,-1.703723437,101.3885239,0,182,2969,True,False,False,False,False
Sumatra,Jambi,Kerinci,strawberry park,4.5,122,Taman,-1.69342828,101.3450936,4,182,10781,False,False,False,False,True
Sumatra,Jambi,Kerinci,lake gunung tujuh,4.8,69,Air,-1.705993458,101.4116645,0,182,5448,True,False,False,False,False
Sumatra,Jambi,Kerinci,danau bento,5.0,10,Air,-1.756102448,101.3540049,0,182,2922,True,False,False,False,False
Sumatra,Jambi,Merangin,merangin garden,4.1,578,Taman,-2.0494684,102.299663,4,267,6147,False,False,False,False,True
Sumatra,Jambi,Merangin,niagara sigerincing,4.3,274,Air,-2.378222,101.9079559,0,267,6662,True,False,False,False,False
Sumatra,Jambi,Merangin,objek wisata dam betuk,3.9,53,Taman,-1.9316089,102.2834934,4,267,6725,False,False,False,False,True
Sumatra,Jambi,Merangin,wisata pemandian air terjun neng nong,4.2,6,Air,-2.1735346,102.1356829,0,267,14197,True,False,False,False,False
Sumatra,Jambi,Merangin,goa sengayau,5.0,8,Bukit,-2.0063181,101.910901,1,267,3787,False,True,False,False,False
Sumatra,Jambi,Merangin,air terjun dukun batuah,4.2,54,Air,-2.5564351,101.9743567,0,267,386,True,False,False,False,False
Sumatra,Jambi,Merangin,danau depati empat,4.3,26,Air,-2.6291561,101.7863479,0,267,2957,True,False,False,False,False
Sumatra,Jambi,Merangin,objek wisata jambi camping ground fila lereng gunung masurai,5.0,38,Taman,-2.4780495,101.8407626,4,267,6738,False,False,False,False,True
Sumatra,Jambi,Merangin,kabar wisata jangkat,4.3,42,Taman,-2.5677622,101.8274089,4,267,4512,False,False,False,False,True
Sumatra,Jambi,Merangin,puloa tengeah,5.0,1,Taman,-2.1075072,102.2441547,4,267,9747,False,False,False,False,True
Sumatra,Jambi,Merangin,gua tiangko,4.5,6,Bukit,-2.0913256,101.9830863,1,267,3922,False,True,False,False,False
Sumatra,Jambi,Merangin,danau merah tanjung berugo,4.6,5,Air,-2.4863532,101.9111937,0,267,3028,True,False,False,False,False
Sumatra,Jambi,Merangin,wisata pulau karam kungkai,4.4,22,Air,-2.1095326,102.2446338,0,267,14228,True,False,False,False,False
Sumatra,Jambi,Merangin,wisata alam raja a4,4.3,15,Taman,-2.134091,102.4315566,4,267,13665,False,False,False,False,True
Sumatra,Jambi,Merangin,taman batu dusun mudo,3.7,117,Taman,-2.0596658,102.3198085,4,267,11131,False,False,False,False,True
Sumatra,Jambi,Merangin,telaga biru,4.3,33,Air,-2.5380632,101.9248937,0,267,12436,True,False,False,False,False
Sumatra,Jambi,Merangin,bukit tiung,4.0,118,Bukit,-2.0738182,102.2755095,1,267,2343,False,True,False,False,False
Sumatra,Jambi,Merangin,danau loging,5.0,2,Air,-2.0157107,102.3246797,0,267,3012,True,False,False,False,False
Sumatra,Jambi,Merangin,taman pemuda bangko,4.0,264,Taman,-2.0730118,102.2763728,4,267,11803,False,False,False,False,True
Sumatra,Jambi,Merangin,gapura geopark merangin,5.0,1,Monumen,-2.187531,102.184172,2,267,3568,False,False,True,False,False
Sumatra,Jambi,Merangin,hesti's garden,3.9,101,Taman,-2.630110492,101.8832138,4,267,4167,False,False,False,False,True
Sumatra,Jambi,Merangin,air terjun serintik hujan paneh,4.7,26,Air,-2.337125149,101.9958571,0,267,876,True,False,False,False,False
Sumatra,Jambi,Merangin,wisata benuang,4.5,6,Taman,-2.245102906,102.3794088,4,267,13756,False,False,False,False,True
Sumatra,Jambi,Merangin,galeri of geopark merangin,3.8,17,Taman,-2.16553469,102.1045978,4,267,3554,False,False,False,False,True
Sumatra,Jambi,Merangin,air terjun muara karing,4.2,110,Air,-2.152919829,102.153151,0,267,681,True,False,False,False,False
Sumatra,Jambi,Merangin,teluk wang sakti,4.1,142,Air,-2.150979072,102.1754855,0,267,12506,True,False,False,False,False
Sumatra,Jambi,Merangin,lubuk pelayang,4.0,75,Taman,-2.073549407,102.2456332,4,267,5682,False,False,False,False,True
Sumatra,Jambi,Merangin,taman tanjung menanti,3.3,16,Taman,-2.085378265,102.2482315,4,267,12031,False,False,False,False,True
Sumatra,Jambi,Merangin,jam gento,4.0,452,Monumen,-2.07638127,102.2743321,2,267,4373,False,False,True,False,False
Sumatra,Jambi,Merangin,waterpark sikumbang,4.1,204,Air,-2.073682904,102.2650665,0,267,13396,True,False,False,False,False
Sumatra,Jambi,Merangin,taman jembatan layang,3.8,347,Taman,-2.067015862,102.2735239,4,267,11406,False,False,False,False,True
Sumatra,Jambi,Merangin,tugu pedang,4.3,308,Monumen,-2.074518957,102.2798207,2,267,12933,False,False,True,False,False
Sumatra,Jambi,Merangin,taman indah lestari,3.9,62,Taman,-2.087702235,102.2878231,4,267,11398,False,False,False,False,True
Sumatra,Jambi,Merangin,air terjun parit selujo,3.3,6,Air,-2.081445268,102.3031558,0,267,741,True,False,False,False,False
Sumatra,Jambi,Merangin,parks eligible children,3.4,47,Taman,-2.058729735,102.2743406,4,267,9099,False,False,False,False,True
Sumatra,Jambi,Merangin,taman wisata bukit impian,3.9,13,Taman,-2.045068458,102.2586378,4,267,12162,False,False,False,False,True
Sumatra,Jambi,Merangin,gunung masurai,4.2,148,Bukit,-2.494087214,101.8532981,1,267,4037,False,True,False,False,False
Sumatra,Jambi,Muaro Jambi,sungai napal,4.2,134,Air,-1.6897063,103.4538934,0,280,10892,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,wisata alam danau payo lebar,4.4,7,Air,-1.9900268,103.5289325,0,280,13597,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,destinasi wisata muaro keramba pijoan,5.0,3,Air,-1.5691469,103.5054726,0,280,3308,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,kebun pak yoso,4.5,2,Taman,-1.4928208,103.7186815,4,280,4821,False,False,False,False,True
Sumatra,Jambi,Muaro Jambi,dewi rebung (desa wisata rengas bandung),4.3,3,Taman,-1.5532312,103.5221925,4,280,3319,False,False,False,False,True
Sumatra,Jambi,Muaro Jambi,gelam oasis resort,3.8,333,Air,-1.701006295,103.7280249,0,280,3611,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,lubuk penyengat,4.1,37,Taman,-1.491868319,103.6294482,4,280,5683,False,False,False,False,True
Sumatra,Jambi,Muaro Jambi,taman hutan tembesu,4.1,22,Taman,-1.572437757,103.7085899,4,280,11390,False,False,False,False,True
Sumatra,Jambi,Muaro Jambi,kolam pemancingan opa,4.6,11,Air,-1.6539556,103.4691813,0,280,5032,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,candi pematang jering,4.2,37,Monumen,-1.560714137,103.4991063,2,280,2552,False,False,True,False,False
Sumatra,Jambi,Muaro Jambi,danau tangkas,4.2,81,Air,-1.4775088,103.4129079,0,280,3096,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,wisata lubuk snanit,4.1,13,Taman,-1.6743665,103.4407412,4,280,14052,False,False,False,False,True
Sumatra,Jambi,Muaro Jambi,danau kelari,5.0,6,Air,-1.4783872,103.675743,0,280,2990,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,candi muaro jambi,4.5,1972,Monumen,-1.4779213,103.6670838,2,280,2546,False,False,True,False,False
Sumatra,Jambi,Muaro Jambi,danau solok,3.9,9,Air,-1.5692457,103.7135818,0,280,3085,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,pemancingan enam saudara,5.0,4,Air,-1.3217079,103.3302509,0,280,9276,True,False,False,False,False
Sumatra,Jambi,Muaro Jambi,jambi paradise,4.2,3634,Taman,-1.6689459,103.6539111,4,280,4375,False,False,False,False,True
Sumatra,Jambi,Sarolangun,ancol sarolangun,4.1,2321,Air,-2.303622,102.724712,0,381,1312,True,False,False,False,False
Sumatra,Jambi,Sarolangun,wisata sungai singkut,4.1,7,Air,-2.4898184,102.7355884,0,381,14331,True,False,False,False,False
Sumatra,Jambi,Sarolangun,bukit tamulun,4.7,11,Bukit,-2.6721742,102.4939394,1,381,2319,False,True,False,False,False
Sumatra,Jambi,Sarolangun,tepian batang aya ancol sarolangun,5.0,2,Bukit,-2.3039947,102.7241743,1,381,12549,False,True,False,False,False
Sumatra,Jambi,Sarolangun,puncak tempurung garden,4.4,62,Taman,-2.4685302,102.2156962,4,381,9950,False,False,False,False,True
Sumatra,Jambi,Sarolangun,tepian cek minah,4.1,194,Taman,-2.3052618,102.7248958,4,381,12550,False,False,False,False,True
Sumatra,Jambi,Sarolangun,dam ayik muap,3.6,10,Air,-1.998473,102.71007,0,381,2880,True,False,False,False,False
Sumatra,Jambi,Sarolangun,durian bang haidil,5.0,1,Taman,-2.0267559,103.012623,4,381,3382,False,False,False,False,True
Sumatra,Jambi,Sarolangun,wisata batu empang,5.0,1,Taman,-2.6086332,102.2353504,4,381,13736,False,False,False,False,True
Sumatra,Jambi,Sarolangun,puncak tanggo batu desa ranggo,5.0,31,Taman,-2.4724375,102.5031875,4,381,9946,False,False,False,False,True
Sumatra,Jambi,Sarolangun,kebun mang suratman,4.0,1,Taman,-2.3952282,102.6534407,4,381,4816,False,False,False,False,True
Sumatra,Jambi,Sarolangun,taman wisata ds.pulau buayo,5.0,4,Taman,-2.269014,102.490405,4,381,12181,False,False,False,False,True
Sumatra,Jambi,Sarolangun,talun pauh,4.0,1,Taman,-2.4187511,102.2316634,4,381,11026,False,False,False,False,True
Sumatra,Jambi,Sarolangun,laman besamo,4.4,7,Taman,-2.3044823,102.7191874,4,381,5458,False,False,False,False,True
Sumatra,Jambi,Sarolangun,wisata alam “ batu putih ”,4.2,156,Taman,-2.485088063,102.6676748,4,381,13696,False,False,False,False,True
Sumatra,Jambi,Sarolangun,danau kaco,5.0,3,Air,-2.55308145,102.1444358,0,381,2979,True,False,False,False,False
Sumatra,Jambi,Sarolangun,puncak bukit tempurung,4.6,19,Bukit,-2.470763172,102.2268333,1,381,9786,False,True,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,bukit batu suban,4.4,42,Bukit,-1.109182772,102.9210101,1,440,1972,False,True,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,water park suban,4.5,4,Air,-1.038818669,102.9315068,0,440,13304,True,False,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,wisata alam air terjun pelabian,4.8,6,Air,-1.121949154,102.9586445,0,440,13557,True,False,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,wisata umo cinto,4.0,58,Taman,-1.074033943,102.9730794,4,440,14391,False,False,False,False,True
Sumatra,Jambi,Tanjung Jabung Barat,wisata taman jembatan jomblo,4.0,16,Taman,-1.06710638,102.9805856,4,440,14344,False,False,False,False,True
Sumatra,Jambi,Tanjung Jabung Barat,danau cermin,4.0,25,Air,-1.063642593,103.085672,0,440,2949,True,False,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,kolam renang berkah,4.3,70,Air,-1.135226726,103.0643083,0,440,5079,True,False,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,ratu calista irawan waterfall,4.3,39,Air,-1.181409105,102.9655733,0,440,10163,True,False,False,False,False
Sumatra,Jambi,Tanjung Jabung Barat,taman caffe alas,4.0,21,Taman,-1.066371752,103.1945122,4,440,11236,False,False,False,False,True
Sumatra,Jambi,Tanjung Jabung Barat,embung bina lestari,4.1,25,Taman,-1.07186396,103.3908928,4,440,3453,False,False,False,False,True
Sumatra,Jambi,Tanjung Jabung Barat,wfc kuala tungkal,4.3,1218,Taman,-0.8120558,103.4604933,4,440,13471,False,False,False,False,True
Sumatra,Jambi,Tanjung Jabung Barat,ancol beach kuala tungkal,3.6,652,Air,-0.8129356,103.4653193,0,440,1310,True,False,False,False,False
